,user_id,movie_id,rating,timestamp,gender,age,occupation,zip,title,genres,for_testing
54074,4048,2028,5,965498048,F,35,1,89431,Saving Private Ryan (1998),Action|Drama|War,False
689162,1447,1258,3,981017384,M,18,4,80521,"Shining, The (1980)",Horror,False
734935,3951,2642,1,965679191,F,18,4,60014,Superman III (1983),Action|Adventure|Sci-Fi,False
453002,869,1282,5,975278781,M,18,20,92026,Fantasia (1940),Animation|Children's|Musical,False
48675,3900,260,4,965874390,F,25,14,55343,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi,False
775438,5312,1381,1,962304123,M,25,1,10463,Grease 2 (1982),Comedy|Musical|Romance,False
518650,4401,898,4,965159121,M,18,4,10027,"Philadelphia Story, The (1940)",Comedy|Romance,False
114733,4310,1408,5,965350983,M,25,4,57006,"Last of the Mohicans, The (1992)",Action|Romance|War,False
477186,1680,1377,4,974838971,M,25,20,95380,Batman Returns (1992),Action|Adventure|Comedy|Crime,False
326942,3208,1030,5,968556866,M,25,14,30342,Pete's Dragon (1977),Adventure|Animation|Children's|Musical,False
888854,5131,1290,4,962132799,F,25,1,77707,Some Kind of Wonderful (1987),Drama|Romance,False
207693,190,3671,5,977027590,M,25,17,55125,Blazing Saddles (1974),Comedy|Western,False
792501,3589,3846,3,966659160,F,45,0,80010,Easy Money (1983),Comedy,False
18216,5044,2791,4,962503923,F,35,6,23507,Airplane! (1980),Comedy,False
110599,746,1225,3,975466444,F,18,19,95019,Amadeus (1984),Drama,False
837249,5643,3467,3,958888729,F,35,1,84108,Hud (1963),Drama|Western,False
165899,4237,3418,3,965312539,M,25,14,77450,Thelma & Louise (1991),Action|Drama,False
757453,4408,2245,3,965170896,F,45,2,19033,Working Girl (1988),Comedy|Drama,False
424619,2281,1252,5,974552294,M,45,11,48104,Chinatown (1974),Film-Noir|Mystery|Thriller,False
667021,4951,2248,4,962651765,F,35,17,90291,Say Anything... (1989),Comedy|Drama|Romance,False
310853,3224,1093,2,968544087,F,25,14,93428,"Doors, The (1991)",Drama|Musical,False
312716,839,2188,3,981000249,M,25,0,98103,54 (1998),Drama,False
545020,3224,1302,5,968542859,F,25,14,93428,Field of Dreams (1989),Drama,False
311795,2507,562,5,974077912,M,25,4,94107,Welcome to the Dollhouse (1995),Comedy|Drama,False
861144,3885,2097,5,967652543,M,25,12,92728,Something Wicked This Way Comes (1983),Children's|Horror,False
564791,5256,2306,2,961298900,M,25,16,30269,Holy Man (1998),Comedy,False
116243,4090,3699,1,965426950,M,56,6,77379,Starman (1984),Adventure|Drama|Romance|Sci-Fi,False
242906,5596,296,5,959217345,M,35,12,22201,Pulp Fiction (1994),Crime|Drama,False
256771,429,2428,3,976255648,M,18,0,54901,"Faculty, The (1998)",Horror|Sci-Fi,False
172153,1845,2943,3,974711626,M,25,2,10002,Indochine (1992),Drama|Romance,False
171023,1308,1784,4,974784494,M,1,10,75082,As Good As It Gets (1997),Comedy|Drama,False
838982,4673,3060,4,963762594,M,35,16,94705,"Commitments, The (1991)",Comedy|Drama,False
653129,1425,2123,3,975784732,M,1,10,08872,All Dogs Go to Heaven (1989),Animation|Children's,False
318583,5493,32,4,959814173,M,35,12,96797,Twelve Monkeys (1995),Drama|Sci-Fi,False
362727,3916,2712,5,965759231,M,25,4,02134,Eyes Wide Shut (1999),Drama,False
690663,3032,1407,5,970356928,M,25,0,47303,Scream (1996),Horror|Thriller,False
230973,2063,2337,2,974663820,M,25,4,43138,Velvet Goldmine (1998),Drama,False
937961,2092,1238,5,974670906,M,56,1,49006,Local Hero (1983),Comedy,False
439577,123,592,4,977529550,M,35,9,67208,Batman (1989),Action|Adventure|Crime|Drama,False
583584,2059,3745,2,977868100,M,35,0,44130,Titan A.E. (2000),Adventure|Animation|Sci-Fi,False
282947,5827,2599,4,957894411,M,25,2,55118,Election (1999),Comedy,False
629733,4227,164,3,965315801,M,25,19,11414-2520,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,False
789012,2225,3689,1,974678691,M,25,5,96815,Porky's II: The Next Day (1983),Comedy,False
838400,2793,1964,4,972930714,M,35,7,70116,Klute (1971),Drama|Mystery,False
770447,2070,252,3,974657486,F,35,6,13210,I.Q. (1994),Comedy|Romance,False
604963,2774,1396,3,973063915,M,25,1,92103,Sneakers (1992),Crime|Drama|Sci-Fi,False
427873,4704,1831,1,963531885,M,18,20,02601,Lost in Space (1998),Action|Sci-Fi|Thriller,False
41947,948,1,3,975161991,M,56,12,43056,Toy Story (1995),Animation|Children's|Comedy,False
487815,2492,3704,3,974120035,F,45,2,37924,Mad Max Beyond Thunderdome (1985),Action|Sci-Fi,False
654602,3095,222,5,969644490,F,25,3,06810,Circle of Friends (1995),Drama|Romance,False
358436,4543,3500,3,965111592,M,25,2,11105,Mr. Saturday Night (1992),Comedy|Drama,False
630106,3490,319,4,967050259,M,25,0,74136,Shallow Grave (1994),Thriller,False
400508,3042,3160,3,970252158,M,56,1,49042,Magnolia (1999),Drama,False
132628,1887,736,2,974693324,M,56,15,92119,Twister (1996),Action|Adventure|Romance|Thriller,False
936352,509,2060,4,976206413,M,25,2,55125,BASEketball (1998),Comedy,False
163559,18,1527,4,978153329,F,18,3,95825,"Fifth Element, The (1997)",Action|Sci-Fi,False
730424,1749,1249,3,974843801,M,25,2,10040,Nikita (La Femme Nikita) (1990),Thriller,False
542428,4190,2530,2,965326761,M,45,17,89108,Beneath the Planet of the Apes (1970),Action|Sci-Fi,False
991251,1980,3106,4,974688611,M,35,7,06460,Come See the Paradise (1990),Drama|Romance,False
397354,3981,300,4,965628673,F,45,0,97701,Quiz Show (1994),Drama,False
739946,3836,11,4,965969473,F,50,8,84770,"American President, The (1995)",Comedy|Drama|Romance,False
862015,3224,2846,4,968520328,F,25,14,93428,"Adventures of Milo and Otis, The (1986)",Children's,False
250102,3499,800,5,967232921,M,25,3,77006,Lone Star (1996),Drama|Mystery,False
945139,4482,2181,4,965096431,F,35,1,94044,Marnie (1964),Thriller,False
251641,4312,50,4,965258089,M,25,18,78757,"Usual Suspects, The (1995)",Crime|Thriller,False
10472,1489,594,4,974757118,F,35,2,60201,Snow White and the Seven Dwarfs (1937),Animation|Children's|Musical,False
326366,1608,3717,1,974730594,M,25,11,75230,Gone in 60 Seconds (2000),Action|Crime,False
610119,4064,1702,2,965482882,M,45,0,20851,Flubber (1997),Children's|Comedy|Fantasy,False
219137,4535,2366,4,964722027,M,18,19,17517,King Kong (1933),Action|Adventure|Horror,False
545872,2407,1230,4,974254441,M,35,16,11358,Annie Hall (1977),Comedy|Romance,False
701779,4404,2296,3,965158198,M,25,1,57106,"Night at the Roxbury, A (1998)",Comedy,False
124054,2302,1372,4,974495621,M,50,12,48104,Star Trek VI: The Undiscovered Country (1991),Action|Adventure|Sci-Fi,False
346350,117,1380,3,977507842,M,25,17,33314,Grease (1978),Comedy|Musical|Romance,False
886708,3224,1177,5,968543280,F,25,14,93428,Enchanted April (1991),Drama,False
397911,2235,1777,4,974614003,M,1,10,46324,"Wedding Singer, The (1998)",Comedy|Romance,False
851570,1339,1894,1,974870922,M,35,18,85275,Six Days Seven Nights (1998),Adventure|Comedy|Romance,False
498503,216,370,4,976863727,M,45,13,52761,Naked Gun 33 1/3: The Final Insult (1994),Comedy,False
349553,4849,1997,4,963420514,F,18,4,44515,"Exorcist, The (1973)",Horror,False
583626,2796,3745,4,997317662,M,25,14,92104,Titan A.E. (2000),Adventure|Animation|Sci-Fi,False
560264,3885,2076,5,967652334,M,25,12,92728,Blue Velvet (1986),Drama|Mystery,False
611550,4252,70,5,965308250,F,35,3,28262,From Dusk Till Dawn (1996),Action|Comedy|Crime|Horror|Thriller,False
944589,225,998,4,976912395,M,25,7,11215,Set It Off (1996),Action|Crime,False
483439,3833,923,5,965930485,M,25,1,68516,Citizen Kane (1941),Drama,False
807109,4725,2065,3,963378171,M,35,5,96707-1321,"Purple Rose of Cairo, The (1985)",Comedy|Drama|Romance,False
900712,4658,382,2,963879869,M,25,4,99163,Wolf (1994),Drama|Horror,False
321379,5636,34,4,958967090,M,25,7,98102,Babe (1995),Children's|Comedy|Drama,False
296119,3101,1517,5,969577842,M,18,15,91101,Austin Powers: International Man of Mystery (1997),Comedy,False
488624,5766,1020,4,958178255,M,56,14,96744,Cool Runnings (1993),Comedy,False
708821,3900,1754,4,965845903,F,25,14,55343,Fallen (1998),Action|Mystery|Thriller,False
381311,633,3481,4,1005755438,M,25,17,94131,High Fidelity (2000),Comedy,False
456963,4194,3608,4,965327197,M,18,4,60637,Pee-wee's Big Adventure (1985),Comedy,False
803537,3841,2944,5,966003426,M,45,18,26101,"Dirty Dozen, The (1967)",Action|War,False
909943,5843,3545,2,957805901,M,35,1,83301,Cabaret (1972),Musical|War,False
851015,3365,691,4,967666098,M,50,17,23059,Mrs. Winterbourne (1996),Comedy|Romance,False
158147,5536,380,1,959811198,M,25,16,67204,True Lies (1994),Action|Adventure|Comedy|Romance,False
474192,4879,1374,3,962767858,M,25,3,60626,Star Trek: The Wrath of Khan (1982),Action|Adventure|Sci-Fi,False
488256,195,1020,4,980829333,M,25,12,10458,Cool Runnings (1993),Comedy,False
49809,411,1028,5,978451300,F,45,1,43214,Mary Poppins (1964),Children's|Comedy|Musical,False
154220,3151,21,2,968913687,F,25,0,92870,Get Shorty (1995),Action|Comedy|Drama,False
726050,3713,2374,3,966271924,F,25,7,22201,Gung Ho (1986),Comedy|Drama,False
314128,3309,1747,3,967968475,M,25,17,20707,Wag the Dog (1997),Comedy|Drama,False
257800,235,1912,5,976770371,M,25,0,98153,Out of Sight (1998),Action|Crime|Romance,False
55134,4473,531,4,965066426,M,35,1,94121,"Secret Garden, The (1993)",Children's|Drama,False
625968,5317,2975,2,972357421,F,25,0,02138,"Best Man, The (1999)",Drama,False
767171,1019,3441,1,975423888,M,35,1,60640,Red Dawn (1984),Action|War,False
622643,3705,2720,2,966284183,M,45,7,30076,Inspector Gadget (1999),Action|Adventure|Children's|Comedy,False
380582,352,3265,5,976329704,M,18,4,60115,Hard-Boiled (Lashou shentan) (1992),Action|Crime,False
955460,1015,3795,3,979450719,M,35,3,11220,"Five Senses, The (1999)",Drama,False
463183,3562,2091,3,966795128,F,25,6,32812,Return from Witch Mountain (1978),Children's|Sci-Fi,False
398099,3578,1777,3,966711277,M,50,3,96714,"Wedding Singer, The (1998)",Comedy|Romance,False
893040,5367,126,2,960500979,M,18,4,55344,"NeverEnding Story III, The (1994)",Adventure|Children's|Fantasy,False
754844,4957,3361,3,962759504,M,25,2,48197,Bull Durham (1988),Comedy,False
585666,4854,3269,4,962834049,F,50,13,03851,Forever Young (1992),Adventure|Romance|Sci-Fi,False
186142,1010,3534,2,1013805669,M,25,0,10310,28 Days (2000),Comedy,False
590253,2901,2694,4,971885733,M,25,17,78749,Big Daddy (1999),Comedy,False
366800,4224,1059,3,965318262,F,45,1,48198,William Shakespeare's Romeo and Juliet (1996),Drama|Romance,False
448852,1645,2657,5,974978811,F,18,9,62225,"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi,False
495209,4079,2193,3,965443208,M,35,17,26505,Willow (1988),Action|Adventure|Fantasy,False
672652,3007,1391,3,970540476,M,35,0,33174,Mars Attacks! (1996),Action|Comedy|Sci-Fi|War,False
901594,5443,611,5,959990693,M,25,12,01915,Hellraiser: Bloodline (1996),Action|Horror|Sci-Fi,False
864561,4510,3284,2,964992777,M,45,7,92503,They Might Be Giants (1971),Comedy|Romance,False
820852,3836,1299,4,965926431,F,50,8,84770,"Killing Fields, The (1984)",Drama|War,False
679988,3511,2450,2,966974715,M,50,0,88004,Howard the Duck (1986),Adventure|Children's|Sci-Fi,False
220172,3340,1387,4,967845800,M,45,16,48097,Jaws (1975),Action|Horror,False
743302,5575,1958,3,959292529,M,35,7,19808,Terms of Endearment (1983),Comedy|Drama,False
731039,4083,3420,3,965461332,M,56,14,92630,...And Justice for All (1979),Drama|Thriller,False
61085,5475,3068,4,994747178,M,25,4,94110,"Verdict, The (1982)",Drama,False
46066,1902,2692,5,974691723,M,25,19,93536,Run Lola Run (Lola rennt) (1998),Action|Crime|Romance,False
561887,2124,1288,5,974647628,M,25,0,12306,This Is Spinal Tap (1984),Comedy|Drama|Musical,False
202865,5878,1379,1,1043783930,F,25,0,60640,Young Guns II (1990),Action|Comedy|Western,False
276154,710,1429,3,975830789,M,25,20,85207,Jackie Chan's First Strike (1996),Action,False
928112,6036,2357,4,956711009,F,25,15,32603,Central Station (Central do Brasil) (1998),Drama,False
829736,4425,3844,3,965106819,M,35,7,98607,Steel Magnolias (1989),Drama,False
891051,1899,950,5,974777786,F,45,6,02135,"Thin Man, The (1934)",Mystery,False
31447,1087,1721,4,990548832,M,25,16,08826,Titanic (1997),Drama|Romance,False
156839,5812,1090,5,958016862,F,25,7,92120,Platoon (1986),Drama|War,False
99155,4661,2278,5,963867963,M,45,15,85255,Ronin (1998),Action|Crime|Thriller,False
948576,5990,2736,3,956868909,F,25,20,90046,Brighton Beach Memoirs (1986),Comedy,False
175974,2051,1968,4,974661571,M,35,7,93906,"Breakfast Club, The (1985)",Comedy|Drama,False
6872,2761,1197,5,973147314,M,35,6,80917,"Princess Bride, The (1987)",Action|Adventure|Comedy|Romance,False
20121,5526,3105,3,963100492,F,35,2,27514,Awakenings (1990),Drama,False
71211,985,1210,5,975097653,M,25,4,32608,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Romance|Sci-Fi|War,False
847474,2092,1395,3,974770010,M,56,1,49006,Tin Men (1987),Comedy|Drama,False
147205,1835,1953,5,974877417,M,25,19,11501,"French Connection, The (1971)",Action|Crime|Drama|Thriller,False
522676,4470,2371,5,965067582,M,35,12,15089,Fletch (1985),Comedy,False
479956,2242,1015,4,974596549,M,18,4,60115,Homeward Bound: The Incredible Journey (1993),Adventure|Children's,False
604740,1390,1396,4,1016497249,M,35,16,99352,Sneakers (1992),Crime|Drama|Sci-Fi,False
894157,4041,1769,4,965512876,M,18,3,48005,"Replacement Killers, The (1998)",Action|Thriller,False
363276,1181,1840,3,976068724,M,35,7,20716,He Got Game (1998),Drama,False
682456,5443,3698,3,959979459,M,25,12,01915,"Running Man, The (1987)",Action|Adventure|Sci-Fi,False
203518,4298,3552,4,965447366,F,18,14,85705,Caddyshack (1980),Comedy,False
73764,1908,1792,3,974873837,M,56,13,95129,U.S. Marshalls (1998),Action|Thriller,False
163262,5344,920,4,960671920,F,50,1,98177,Gone with the Wind (1939),Drama|Romance|War,False
524979,2051,3175,4,974663442,M,35,7,93906,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi,False
560168,3029,2076,3,970367810,M,18,4,92037,Blue Velvet (1986),Drama|Mystery,False
746238,4942,2917,3,962644713,M,45,12,40515,Body Heat (1981),Crime|Thriller,False
730810,4979,1249,3,962602688,M,35,2,55423,Nikita (La Femme Nikita) (1990),Thriller,False
355325,2116,1393,4,974648501,M,18,4,49546,Jerry Maguire (1996),Drama|Romance,False
768998,3569,673,1,967142401,F,18,2,48823,Space Jam (1996),Adventure|Animation|Children's|Comedy|Fantasy,False
250254,4981,800,5,962599034,M,50,1,55406,Lone Star (1996),Drama|Mystery,False
654652,4042,222,4,965503261,M,35,15,94002,Circle of Friends (1995),Drama|Romance,False
568807,4816,440,5,964304220,F,45,6,04240,Dave (1993),Comedy|Romance,False
208120,2581,3671,2,974063912,M,25,11,60611,Blazing Saddles (1974),Comedy|Western,False
336645,3635,3685,5,966517460,M,50,1,60062,Prizzi's Honor (1985),Comedy|Drama|Romance,False
252359,2986,52,4,971847755,M,25,4,24060,Mighty Aphrodite (1995),Comedy,False
198367,3910,1049,4,965755712,M,25,20,91505,"Ghost and the Darkness, The (1996)",Action|Adventure,False
156094,2092,1090,4,974654817,M,56,1,49006,Platoon (1986),Drama|War,False
586401,3942,3354,3,966548741,M,18,4,49855,Mission to Mars (2000),Sci-Fi,False
981756,3934,1550,2,965706866,M,25,0,44512,Trial and Error (1997),Comedy|Romance,False
852653,2237,490,4,974599757,F,35,6,14905,Malice (1993),Thriller,False
548180,2020,2108,3,974679253,M,25,7,45011,L.A. Story (1991),Comedy|Romance,False
862864,669,107,3,975630581,M,25,17,30307,Muppet Treasure Island (1996),Adventure|Children's|Comedy|Musical,False
38169,652,2762,5,975702366,M,18,20,12222,"Sixth Sense, The (1999)",Thriller,False
633898,5468,198,4,967830018,M,25,12,94618,Strange Days (1995),Action|Crime|Sci-Fi,False
692174,5323,2064,5,960848679,M,25,20,94122,Roger & Me (1989),Comedy|Documentary,False
894333,2676,1913,5,973401649,M,56,20,78731,Picnic at Hanging Rock (1975),Drama|Mystery,False
22667,5074,2321,5,981652738,M,1,0,20132,Pleasantville (1998),Comedy,False
325377,1172,1101,4,974861359,F,25,0,61801,Top Gun (1986),Action|Romance,False
4186,5977,3408,5,957028467,M,35,1,90012,Erin Brockovich (2000),Drama,False
459317,948,329,4,975161247,M,56,12,43056,Star Trek: Generations (1994),Action|Adventure|Sci-Fi,False
786057,999,2875,4,975364626,M,25,15,62558,Sommersby (1993),Drama|Mystery|Romance,False
135884,5958,1198,5,957063269,M,45,14,94301,Raiders of the Lost Ark (1981),Action|Adventure,False
10961,5420,594,4,960157694,F,1,19,14850,Snow White and the Seven Dwarfs (1937),Animation|Children's|Musical,False
909025,2544,3350,3,978970515,M,45,1,52001,"Raisin in the Sun, A (1961)",Drama,False
802712,5848,3062,5,957781156,M,50,20,20009,"Longest Day, The (1962)",Action|Drama|War,False
112616,3056,442,3,970124838,M,25,18,10309,Demolition Man (1993),Action|Sci-Fi,False
662427,1675,2807,1,974711966,F,25,6,97116,Universal Soldier: The Return (1999),Action|Sci-Fi,False
173590,957,318,5,975129508,M,35,1,29706,"Shawshank Redemption, The (1994)",Drama,False
665805,5956,1876,3,957080914,F,18,4,02142,Deep Impact (1998),Action|Drama|Sci-Fi|Thriller,False
819298,4901,1272,4,962686807,M,25,7,11228,Patton (1970),Drama|War,False
55642,1347,3114,5,974772537,F,18,1,11375,Toy Story 2 (1999),Animation|Children's|Comedy,False
350386,2848,1573,2,972512534,M,25,0,47401,Face/Off (1997),Action|Sci-Fi|Thriller,False
725877,5046,3243,4,962502375,M,25,16,60614,Encino Man (1992),Comedy,False
60408,2223,1357,1,974601201,M,25,2,60123,Shine (1996),Drama|Romance,False
837720,5887,3549,4,957485669,F,35,20,61821,Guys and Dolls (1955),Musical,False
600919,1912,1883,2,974830639,M,25,4,91325,Bulworth (1998),Comedy,False
638365,5197,942,5,961691702,F,56,3,75001,Laura (1944),Crime|Film-Noir|Mystery,False
807019,3393,2065,1,967498814,M,35,12,60563,"Purple Rose of Cairo, The (1985)",Comedy|Drama|Romance,False
884169,5349,534,4,960663749,F,50,2,97424,Shadowlands (1993),Drama|Romance,False
113121,4115,2312,4,965368591,M,25,15,99353,Children of a Lesser God (1986),Drama,False
811253,4269,2936,5,965302069,M,35,18,27603,Sullivan's Travels (1942),Comedy,False
581184,4666,3070,5,964799222,M,35,1,53704,"Adventures of Buckaroo Bonzai Across the 8th Dimension, The (1984)",Adventure|Comedy|Sci-Fi,False
17528,2328,2791,3,974431529,M,56,7,13212,Airplane! (1980),Comedy,False
336035,2909,3682,5,971881971,M,25,7,43228,Magnum Force (1973),Western,False
177816,5980,1244,4,956944694,M,56,1,42503,Manhattan (1979),Comedy|Drama|Romance,False
657987,1611,2143,4,985147386,M,25,0,03867,Legend (1985),Adventure|Fantasy|Romance,False
759883,3989,2352,5,965601182,M,50,12,30030,"Big Chill, The (1983)",Comedy|Drama,False
592081,3729,2485,3,966571659,M,18,4,20037,She's All That (1999),Comedy|Romance,False
886984,3476,2120,1,968954264,M,50,0,44126,Needful Things (1993),Drama|Horror,False
25333,4907,1270,3,962680857,F,50,7,55082,Back to the Future (1985),Comedy|Sci-Fi,False
533405,3167,541,5,968814909,M,25,2,77056,Blade Runner (1982),Film-Noir|Sci-Fi,False
436420,3178,2138,5,968782065,F,35,5,44313,Watership Down (1978),Animation|Children's|Drama|Fantasy,False
453748,5991,1282,5,1000092725,F,35,20,94025,Fantasia (1940),Animation|Children's|Musical,False
211698,4007,1136,2,965673176,M,35,12,88005,Monty Python and the Holy Grail (1974),Comedy,False
847827,1667,507,4,975017344,M,50,16,98516,"Perfect World, A (1993)",Action|Drama,False
912600,2081,3316,3,974656182,M,18,17,49445,Reindeer Games (2000),Action|Thriller,False
951273,2824,3538,5,972621501,M,18,4,02111,East is East (1999),Comedy,False
122284,781,1370,4,975433524,M,18,4,95076,Die Hard 2 (1990),Action|Thriller,False
968892,5054,2295,3,965151510,M,35,2,20818,"Impostors, The (1998)",Comedy,False
979081,2529,613,4,974059416,F,35,9,95903,Jane Eyre (1996),Drama|Romance,False
901640,438,3764,2,980905030,M,18,11,53705,F/X 2 (1992),Action|Crime|Thriller,False
709382,1780,1689,1,974708595,M,35,1,22181,"Man Who Knew Too Little, The (1997)",Comedy|Mystery,False
159136,1752,349,3,975728901,M,25,3,96813,Clear and Present Danger (1994),Action|Adventure|Thriller,False
530296,2590,1215,4,973839848,M,18,4,94044,Army of Darkness (1993),Action|Adventure|Comedy|Horror|Sci-Fi,False
190574,1712,2997,3,980386294,M,25,0,73003,Being John Malkovich (1999),Comedy,False
229029,822,39,4,975382715,F,25,1,07666,Clueless (1995),Comedy|Romance,False
454787,2907,750,2,971841442,F,35,5,12345,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Sci-Fi|War,False
797414,1321,3683,2,974777773,F,25,14,34639,Blood Simple (1984),Drama|Film-Noir,False
114486,2928,1408,4,971554334,M,25,2,90068,"Last of the Mohicans, The (1992)",Action|Romance|War,False
943112,2102,3791,1,974657391,M,25,11,48825,Footloose (1984),Drama,False
518776,5517,898,4,959701226,M,56,0,80210,"Philadelphia Story, The (1940)",Comedy|Romance,False
54075,4049,2028,4,965497730,M,45,11,33133,Saving Private Ryan (1998),Action|Drama|War,False
747141,566,2411,2,976211524,M,25,17,92122,Rocky IV (1985),Action|Drama,False
645752,1599,2454,4,974733060,M,25,0,92646,"Fly, The (1958)",Horror|Sci-Fi,False
601843,2909,2763,5,971977853,M,25,7,43228,"Thomas Crown Affair, The (1999)",Action|Thriller,False
286134,3777,1722,3,966035990,M,18,4,23112,Tomorrow Never Dies (1997),Action|Romance|Thriller,False
255866,4867,1268,4,962849200,M,25,16,04101,Pump Up the Volume (1990),Drama,False
860553,1851,2986,2,998443330,M,25,19,59602,Robocop 2 (1990),Action|Crime|Sci-Fi,False
394038,5077,223,1,963203541,M,25,2,20037,Clerks (1994),Comedy,False
141771,3217,2571,5,968780418,F,35,0,92630,"Matrix, The (1999)",Action|Sci-Fi|Thriller,False
530850,19,1073,5,978555881,M,1,10,48073,Willy Wonka and the Chocolate Factory (1971),Adventure|Children's|Comedy|Fantasy,False
59881,3940,1246,4,966372835,M,35,20,32708,Dead Poets Society (1989),Drama,False
703450,3499,2376,4,967233630,M,25,3,77006,"View to a Kill, A (1985)",Action,False
903408,5333,1173,1,1034568287,F,25,7,02332,"Cook the Thief His Wife & Her Lover, The (1989)",Drama,False
466340,1422,2096,3,978469199,M,35,17,55934,Sleeping Beauty (1959),Animation|Children's|Musical,False
637422,355,1614,4,976676650,M,18,3,55107,In & Out (1997),Comedy,False
92830,1658,1188,2,974712893,F,35,6,94214,Strictly Ballroom (1992),Comedy|Romance,False
611255,2378,70,5,974331795,M,25,3,75150,From Dusk Till Dawn (1996),Action|Comedy|Crime|Horror|Thriller,False
109762,4748,2858,5,963268323,M,45,16,60302,American Beauty (1999),Comedy|Drama,False
914484,2909,3015,4,971971203,M,25,7,43228,Coma (1978),Thriller,False
23096,3792,720,4,976040217,M,25,6,68108,Wallace & Gromit: The Best of Aardman Animation (1996),Animation,False
721354,2728,1037,3,973265459,M,35,12,27614,"Lawnmower Man, The (1992)",Action|Sci-Fi|Thriller,False
194426,3824,653,3,978125251,M,25,17,32308,Dragonheart (1996),Action|Adventure|Fantasy,False
543374,802,2393,4,975399752,M,25,16,22801,Star Trek: Insurrection (1998),Action|Sci-Fi,False
512643,5077,1200,5,962566294,M,25,2,20037,Aliens (1986),Action|Sci-Fi|Thriller|War,False
457834,45,3466,4,977990727,F,45,16,94110,Heart and Souls (1993),Comedy|Fantasy,False
432814,4360,2,2,965187843,F,25,9,98001,Jumanji (1995),Adventure|Children's|Fantasy,False
714130,4258,1425,4,980276065,M,25,17,19711,Fierce Creatures (1997),Comedy,False
642277,5878,1069,3,957550809,F,25,0,60640,"Murder, My Sweet (1944)",Film-Noir|Thriller,False
94629,1329,3256,4,976913901,M,18,14,60194,Patriot Games (1992),Action|Thriller,False
612068,4014,1644,1,965532704,M,25,0,48316-5601,I Know What You Did Last Summer (1997),Horror|Mystery|Thriller,False
28579,1112,48,5,974948542,M,18,6,19104,Pocahontas (1995),Animation|Children's|Musical|Romance,False
279813,5627,1649,1,959041172,M,25,0,07040,"Fast, Cheap & Out of Control (1997)",Documentary,False
594956,3580,3005,5,966708367,F,18,3,32219,"Bone Collector, The (1999)",Thriller,False
504158,1088,520,3,988928069,F,1,10,98103,Robin Hood: Men in Tights (1993),Comedy,False
765905,1667,1833,4,975017245,M,50,16,98516,Mercury Rising (1998),Action|Drama|Thriller,False
97963,4371,110,4,965180086,F,18,4,63109,Braveheart (1995),Action|Drama|War,False
609694,5604,1625,4,959460641,M,35,15,63117,"Game, The (1997)",Mystery|Thriller,False
470534,752,2316,3,975461362,F,25,3,97401,Practical Magic (1998),Drama|Romance,False
971273,869,2516,2,975280088,M,18,20,92026,Children of the Corn III (1994),Horror,False
997093,5643,2536,1,963720411,F,35,1,84108,"Concorde: Airport '79, The (1979)",Drama,False
500278,4360,2424,3,965189501,F,25,9,98001,You've Got Mail (1998),Comedy|Romance,False
319574,5761,1171,1,982011984,M,25,20,90048,Bob Roberts (1992),Comedy,False
72516,3769,1210,4,966058427,M,25,15,02446,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Romance|Sci-Fi|War,False
91665,4279,1544,4,965283394,M,25,16,43215,"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller,False
877111,3400,1752,3,967753624,M,25,14,08742,Hard Rain (1998),Action|Thriller,False
350346,2638,1573,3,980176629,M,25,14,06405,Face/Off (1997),Action|Sci-Fi|Thriller,False
692494,1017,2646,4,975012275,M,35,0,30906,House of Dracula (1945),Horror,False
507352,1150,1633,2,975196851,F,25,20,75226,Ulee's Gold (1997),Drama,False
401040,1440,529,3,974757892,M,35,12,94520,Searching for Bobby Fischer (1993),Drama,False
753396,1727,3424,5,974782704,M,35,16,50317,Do the Right Thing (1989),Comedy|Drama,False
822564,2507,927,4,988075403,M,25,4,94107,"Women, The (1939)",Comedy,False
295292,1425,2318,5,980119296,M,1,10,08872,Happiness (1998),Comedy,False
153119,1356,163,3,974784408,F,18,4,91706,Desperado (1995),Action|Romance|Thriller,False
31018,5724,1097,5,958498675,M,25,15,94102,E.T. the Extra-Terrestrial (1982),Children's|Drama|Fantasy|Sci-Fi,False
470466,5783,339,5,958151954,F,45,1,92106,While You Were Sleeping (1995),Comedy|Romance,False
392822,5894,367,4,957465990,M,35,0,70748,"Mask, The (1994)",Comedy|Crime|Fantasy,False
878993,5539,1944,3,959919160,F,25,20,91403,From Here to Eternity (1953),Drama|Romance|War,False
49226,5053,260,5,962490804,M,25,4,84111,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi,False
274758,2599,968,3,973796279,M,25,12,53154,Night of the Living Dead (1968),Horror|Sci-Fi,False
309638,3819,24,3,965949209,M,25,12,36115,Powder (1995),Drama|Sci-Fi,False
797571,2752,3683,4,973195781,M,25,15,77006,Blood Simple (1984),Drama|Film-Noir,False
